"Series.Name","Series.Code","Country.Name","Country.Code","Region","Year","Value"
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Sao Tome and Principe","STP","African Region",2021,77.28513049
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Senegal","SEN","African Region",2021,85.0712263
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Serbia","SRB","European Region",2021,95.67966514
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Seychelles","SYC","African Region",2021,96.41884356
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Sierra Leone","SLE","African Region",2021,64.20441759
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Singapore","SGP","Western Pacific Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Slovak Republic","SVK","European Region",2021,99.78745843
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Slovenia","SVN","European Region",2021,99.5
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Solomon Islands","SLB","Western Pacific Region",2021,67.44761069
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Somalia","SOM","Eastern Mediterranean Region",2021,58.01372821
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","South Africa","ZAF","African Region",2021,94.13269971
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Spain","ESP","European Region",2021,99.92538111
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Sri Lanka","LKA","South-East Asia Region",2021,89.00221413
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","St. Lucia","LCA","Region of the Americas",2021,96.88823302
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Sudan","SDN","Eastern Mediterranean Region",2021,63.88200965
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Suriname","SUR","Region of the Americas",2021,97.99112691
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Sweden","SWE","European Region",2021,99.73844577
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Switzerland","CHE","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Syrian Arab Republic","SYR","Eastern Mediterranean Region",2021,94.05369268
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Tajikistan","TJK","European Region",2021,81.89407836
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Tanzania","TZA","African Region",2021,59.36117077
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Thailand","THA","South-East Asia Region",2021,99.99999799
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Togo","TGO","African Region",2021,69.94698197
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Tonga","TON","Western Pacific Region",2021,98.77468859
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Trinidad and Tobago","TTO","Region of the Americas",2021,98.87517077
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Tunisia","TUN","Eastern Mediterranean Region",2021,96.93899305
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Turkiye","TUR","European Region",2021,97.02029543
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Turkmenistan","TKM","European Region",2021,99.99999969
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Tuvalu","TUV","Western Pacific Region",2021,99.23719479
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Uganda","UGA","African Region",2021,57.60557485
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Ukraine","UKR","European Region",2021,93.53463927
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","United Arab Emirates","ARE","Eastern Mediterranean Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","United Kingdom","GBR","European Region",2021,99.99999864
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Uruguay","URY","Region of the Americas",2021,99.50424188
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Uzbekistan","UZB","European Region",2021,96.28974264
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Vanuatu","VUT","Western Pacific Region",2021,90.91301735
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Venezuela, RB","VEN","Region of the Americas",2021,93.50870585
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Viet Nam","VNM","Western Pacific Region",2021,97.31751338
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","West Bank and Gaza","PSE","Eastern Mediterranean Region",2021,98.17100019
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Yemen, Rep.","YEM","Eastern Mediterranean Region",2021,61.59520686
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Zambia","ZMB","African Region",2021,68.03478318
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Zimbabwe","ZWE","African Region",2021,62.25279758
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Afghanistan","AFG","Eastern Mediterranean Region",2021,29.313843
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Albania","ALB","European Region",2021,70.70579506
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Algeria","DZA","African Region",2021,70.54703078
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Andorra","AND","European Region",2021,90.64000155
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Armenia","ARM","European Region",2021,82.54877772
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Austria","AUT","European Region",2021,98.89854282
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Azerbaijan","AZE","European Region",2021,71.14634824
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Bahrain","BHR","Eastern Mediterranean Region",2021,98.90397556
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Bangladesh","BGD","South-East Asia Region",2021,59.1298464
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Belarus","BLR","European Region",2021,93.01940273
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Belgium","BEL","European Region",2021,99.73113433
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Bhutan","BTN","South-East Asia Region",2021,72.66556687
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Bosnia and Herzegovina","BIH","European Region",2021,87.5547838
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Brazil","BRA","Region of the Americas",2021,86.64403312
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Bulgaria","BGR","European Region",2021,95.81034352
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Cambodia","KHM","Western Pacific Region",2021,28.46830325
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Canada","CAN","Region of the Americas",2021,99.03932083
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Central African Republic","CAF","African Region",2021,6.083897945
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Chad","TCD","African Region",2021,6.204938183
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Chile","CHL","Region of the Americas",2021,98.77136764
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Colombia","COL","Region of the Americas",2021,73.71989554
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Congo, Dem. Rep.","COD","African Region",2021,11.38371356
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Congo, Rep.","COG","African Region",2021,46.07653625
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Costa Rica","CRI","Region of the Americas",2021,80.51168811
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Cote d'Ivoire","CIV","African Region",2021,43.7664579
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Cyprus","CYP","European Region",2021,99.76513248
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Czechia","CZE","European Region",2021,97.88292555
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Denmark","DNK","European Region",2021,99.91882718
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Dominican Republic","DOM","Region of the Americas",2021,44.86265823
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Ecuador","ECU","Region of the Americas",2021,67.04490248
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Estonia","EST","European Region",2021,97.00866426
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Ethiopia","ETH","African Region",2021,12.88151333
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Fiji","FJI","Western Pacific Region",2021,41.73755481
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Finland","FIN","European Region",2021,99.63990231
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","France","FRA","European Region",2021,99.64470644
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Gambia, The","GMB","African Region",2021,47.089187
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Georgia","GEO","European Region",2021,68.88145941
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Germany","DEU","European Region",2021,99.91604275
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Ghana","GHA","African Region",2021,43.59805752
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Greece","GRC","European Region",2021,98.87963707
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Guatemala","GTM","Region of the Americas",2021,56.03049355
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Guinea-Bissau","GNB","African Region",2021,23.77591801
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Honduras","HND","Region of the Americas",2021,64.82911437
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Hungary","HUN","European Region",2021,99.99999885
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Iceland","ISL","European Region",2021,100
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Indonesia","IDN","South-East Asia Region",2021,29.99125244
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Iran, Islamic Rep.","IRN","Eastern Mediterranean Region",2021,94.08863277
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Iraq","IRQ","Eastern Mediterranean Region",2021,59.70278242
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Ireland","IRL","European Region",2021,95.99583147
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Israel","ISR","European Region",2021,99.48556442
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Italy","ITA","European Region",2021,92.71055756
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Japan","JPN","Western Pacific Region",2021,98.6585502
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Jordan","JOR","Eastern Mediterranean Region",2021,85.71292166
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Kazakhstan","KAZ","European Region",2021,89.34996923
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Kiribati","KIR","Western Pacific Region",2021,14.19515155
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Korea, Dem. People's Rep.","PRK","South-East Asia Region",2021,66.45431945
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Kuwait","KWT","Eastern Mediterranean Region",2021,100
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Kyrgyz Republic","KGZ","European Region",2021,76.4097769
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Lao PDR","LAO","Western Pacific Region",2021,17.77669824
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Latvia","LVA","European Region",2021,96.8256719
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Lebanon","LBN","Eastern Mediterranean Region",2021,47.7
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Lesotho","LSO","African Region",2021,27.86573298
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Lithuania","LTU","European Region",2021,94.95175037
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Luxembourg","LUX","European Region",2021,99.52723298
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Madagascar","MDG","African Region",2021,21.49212838
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Malawi","MWI","African Region",2021,17.11338747
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Malaysia","MYS","Western Pacific Region",2021,93.86336693
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Malta","MLT","European Region",2021,99.79004774
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Mexico","MEX","Region of the Americas",2021,42.96604199
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Moldova","MDA","European Region",2021,74.85757103
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Monaco","MCO","European Region",2021,100
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Mongolia","MNG","Western Pacific Region",2021,38.33051581
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Morocco","MAR","Eastern Mediterranean Region",2021,74.59271296
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Myanmar","MMR","South-East Asia Region",2021,57.32547563
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Nepal","NPL","South-East Asia Region",2021,16.07690087
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Netherlands","NLD","European Region",2021,99.9690763
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","New Zealand","NZL","Western Pacific Region",2021,99.99999623
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Nigeria","NGA","African Region",2021,28.4210293
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","North Macedonia","MKD","European Region",2021,80.41318215
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Norway","NOR","European Region",2021,98.87739581
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Oman","OMN","Eastern Mediterranean Region",2021,90.71065215
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Pakistan","PAK","Eastern Mediterranean Region",2021,49.57296604
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Palau","PLW","Western Pacific Region",2021,89.20143427
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Paraguay","PRY","Region of the Americas",2021,64.15144761
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Peru","PER","Region of the Americas",2021,51.69531259
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Philippines","PHL","Western Pacific Region",2021,47.66305817
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Portugal","PRT","European Region",2021,95.0865778
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Puerto Rico","PRI","Region of the Americas",2021,99.87310759
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Qatar","QAT","Eastern Mediterranean Region",2021,96.64887477
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Romania","ROU","European Region",2021,82.02704009
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Russian Federation","RUS","European Region",2021,76.13550914
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Samoa","WSM","Western Pacific Region",2021,62.14566323
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","San Marino","SMR","European Region",2021,100
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Sao Tome and Principe","STP","African Region",2021,36.1882152
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Senegal","SEN","African Region",2021,26.37587024
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Serbia","SRB","European Region",2021,75.04207243
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Sierra Leone","SLE","African Region",2021,9.986945564
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Singapore","SGP","Western Pacific Region",2021,100
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Slovak Republic","SVK","European Region",2021,99.14912807
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Slovenia","SVN","European Region",2021,98.27432091
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Spain","ESP","European Region",2021,99.56429638
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Sri Lanka","LKA","South-East Asia Region",2021,47.35929945
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Suriname","SUR","Region of the Americas",2021,55.7762567
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Sweden","SWE","European Region",2021,99.73844577
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Switzerland","CHE","European Region",2021,96.70000007
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Tajikistan","TJK","European Region",2021,55.26316675
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Tanzania","TZA","African Region",2021,11.02063172
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Togo","TGO","African Region",2021,19.12943514
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Tonga","TON","Western Pacific Region",2021,29.50862047
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Tunisia","TUN","Eastern Mediterranean Region",2021,74.10628117
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Turkmenistan","TKM","European Region",2021,94.85705606
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Tuvalu","TUV","Western Pacific Region",2021,8.667275936
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Uganda","UGA","African Region",2021,17.70231604
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Ukraine","UKR","European Region",2021,87.76939717
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","United Kingdom","GBR","European Region",2021,99.81627467
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Uzbekistan","UZB","European Region",2021,78.81259694
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Viet Nam","VNM","Western Pacific Region",2021,57.25798247
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","West Bank and Gaza","PSE","Eastern Mediterranean Region",2021,80.02319432
"People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","Zimbabwe","ZWE","African Region",2021,26.47699533
"People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","Armenia","ARM","European Region",2021,94.41437094
"People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","Benin","BEN","African Region",2021,12.08159587
"People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","Burkina Faso","BFA","African Region",2021,9.082437627
"People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","Madagascar","MDG","African Region",2021,23.47721334
"People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","Malawi","MWI","African Region",2021,15.30217362
"People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","Niger","NER","African Region",2021,24.5917837
"People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","Uganda","UGA","African Region",2021,29.47221871
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Afghanistan","AFG","Eastern Mediterranean Region",2021,0.805896981
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Albania","ALB","European Region",2021,17.15982371
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Algeria","DZA","African Region",2021,20.35185556
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Angola","AGO","African Region",2021,116.728556
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Antigua and Barbuda","ATG","Region of the Americas",2021,337.3064923
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Argentina","ARG","Region of the Americas",2021,15.08719965
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Armenia","ARM","European Region",2021,4.258043781
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Australia","AUS","Western Pacific Region",2021,133.0892836
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Austria","AUT","European Region",2021,129.2412748
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Azerbaijan","AZE","European Region",2021,4.178849323
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Bahrain","BHR","Eastern Mediterranean Region",2021,233.625506
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Barbados","BRB","Region of the Americas",2021,64.89290299
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Belarus","BLR","European Region",2021,42.15699241
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Belgium","BEL","European Region",2021,118.3034582
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Belize","BLZ","Region of the Americas",2021,22.79817096
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Benin","BEN","African Region",2021,121.3787612
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Bolivia","BOL","Region of the Americas",2021,16.77443755
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Bosnia and Herzegovina","BIH","European Region",2021,63.48462133
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Botswana","BWA","African Region",2021,70.88716663
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Brazil","BRA","Region of the Americas",2021,27.39386599
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Brunei Darussalam","BRN","Western Pacific Region",2021,143.6481779
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Bulgaria","BGR","European Region",2021,11.76490003
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Burkina Faso","BFA","African Region",2021,20.04504912
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Burundi","BDI","African Region",2021,11.84612398
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Cameroon","CMR","African Region",2021,35.69913849
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Canada","CAN","Region of the Americas",2021,46.79076796
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Central African Republic","CAF","African Region",2021,27.92409692
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Chad","TCD","African Region",2021,11.63772112
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Chile","CHL","Region of the Americas",2021,7.73119413
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","China","CHN","Western Pacific Region",2021,27.88361406
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Colombia","COL","Region of the Americas",2021,11.26870641
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Comoros","COM","African Region",2021,111.2522619
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Congo, Dem. Rep.","COD","African Region",2021,70.31287346
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Congo, Rep.","COG","African Region",2021,217.9839493
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Cote d'Ivoire","CIV","African Region",2021,54.75128437
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Cuba","CUB","Region of the Americas",2021,11.79514709
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Cyprus","CYP","European Region",2021,115.8122901
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Czechia","CZE","European Region",2021,158.6681395
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Denmark","DNK","European Region",2021,358.7103971
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Dominica","DMA","Region of the Americas",2021,25.26625028
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Dominican Republic","DOM","Region of the Americas",2021,13.1018702
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Ecuador","ECU","Region of the Americas",2021,10.40740689
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Egypt, Arab Rep.","EGY","Eastern Mediterranean Region",2021,5.493903709
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","El Salvador","SLV","Region of the Americas",2021,12.54567102
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Equatorial Guinea","GNQ","African Region",2021,487.4790552
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Estonia","EST","European Region",2021,28.42437091
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Eswatini","SWZ","African Region",2021,4.091184104
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Fiji","FJI","Western Pacific Region",2021,48.48052203
