"Series.Name","Series.Code","Country.Name","Country.Code","Region","Year","Value"
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Estonia","EST","European Region",2021,99.99999915
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Eswatini","SWZ","African Region",2021,72.45384449
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Ethiopia","ETH","African Region",2021,50.04256282
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Fiji","FJI","Western Pacific Region",2021,95.45346194
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Finland","FIN","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","France","FRA","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Gabon","GAB","African Region",2021,86.62492936
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Gambia, The","GMB","African Region",2021,85.06744157
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Georgia","GEO","European Region",2021,94.82521607
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Germany","DEU","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Ghana","GHA","African Region",2021,87.39227104
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Greece","GRC","European Region",2021,99.99999523
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Guatemala","GTM","Region of the Americas",2021,94.249619
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Guinea","GIN","African Region",2021,70.17919763
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Guinea-Bissau","GNB","African Region",2021,61.68898345
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Guyana","GUY","Region of the Americas",2021,95.56886613
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Haiti","HTI","Region of the Americas",2021,67.06127542
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Honduras","HND","Region of the Americas",2021,95.4270668
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Hungary","HUN","European Region",2021,99.99999885
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Iceland","ISL","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","India","IND","South-East Asia Region",2021,92.72465388
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Indonesia","IDN","South-East Asia Region",2021,93.35176582
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Iran, Islamic Rep.","IRN","Eastern Mediterranean Region",2021,97.57192402
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Iraq","IRQ","Eastern Mediterranean Region",2021,98.37115437
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Ireland","IRL","European Region",2021,95.99583147
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Israel","ISR","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Italy","ITA","European Region",2021,99.91703407
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Jamaica","JAM","Region of the Americas",2021,91.06403594
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Japan","JPN","Western Pacific Region",2021,99.13674217
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Jordan","JOR","Eastern Mediterranean Region",2021,98.96502866
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Kazakhstan","KAZ","European Region",2021,95.44405932
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Kenya","KEN","African Region",2021,62.19883728
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Kiribati","KIR","Western Pacific Region",2021,74.8564949
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Korea, Dem. People's Rep.","PRK","South-East Asia Region",2021,93.86514132
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Kuwait","KWT","Eastern Mediterranean Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Kyrgyz Republic","KGZ","European Region",2021,90.75355704
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Lao PDR","LAO","Western Pacific Region",2021,85.34039989
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Latvia","LVA","European Region",2021,98.8420438
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Lebanon","LBN","Eastern Mediterranean Region",2021,92.6
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Lesotho","LSO","African Region",2021,73.62876066
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Liberia","LBR","African Region",2021,75.13533668
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Libya","LBY","Eastern Mediterranean Region",2021,99.8915238
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Lithuania","LTU","European Region",2021,98.02597266
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Luxembourg","LUX","European Region",2021,99.88300827
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Madagascar","MDG","African Region",2021,52.70430719
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Malawi","MWI","African Region",2021,71.07282907
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Malaysia","MYS","Western Pacific Region",2021,97.10941679
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Maldives","MDV","South-East Asia Region",2021,99.56211426
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Mali","MLI","African Region",2021,82.2039904
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Malta","MLT","European Region",2021,99.99999912
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Mauritania","MRT","African Region",2021,76.0527122
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Mauritius","MUS","African Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Mexico","MEX","Region of the Americas",2021,99.54000271
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Moldova","MDA","European Region",2021,91.58024326
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Monaco","MCO","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Mongolia","MNG","Western Pacific Region",2021,82.81580975
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Morocco","MAR","Eastern Mediterranean Region",2021,86.84331424
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Mozambique","MOZ","African Region",2021,61.48093159
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Myanmar","MMR","South-East Asia Region",2021,82.33106172
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Namibia","NAM","African Region",2021,85.69866327
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Nepal","NPL","South-East Asia Region",2021,91.24225081
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Netherlands","NLD","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","New Zealand","NZL","Western Pacific Region",2021,99.99999623
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Niger","NER","African Region",2021,48.06025265
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Nigeria","NGA","African Region",2021,78.00019357
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","North Macedonia","MKD","European Region",2021,97.84027221
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Norway","NOR","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Oman","OMN","Eastern Mediterranean Region",2021,92.30971939
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Pakistan","PAK","Eastern Mediterranean Region",2021,90.48246306
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Palau","PLW","Western Pacific Region",2021,99.56455201
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Panama","PAN","Region of the Americas",2021,94.60610698
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Papua New Guinea","PNG","Western Pacific Region",2021,49.16923268
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Paraguay","PRY","Region of the Americas",2021,99.59589823
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Peru","PER","Region of the Americas",2021,94.20889819
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Philippines","PHL","Western Pacific Region",2021,94.46428059
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Portugal","PRT","European Region",2021,99.24568371
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Puerto Rico","PRI","Region of the Americas",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Qatar","QAT","Eastern Mediterranean Region",2021,99.9828259
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Romania","ROU","European Region",2021,99.99999778
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Russian Federation","RUS","European Region",2021,96.96612688
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Rwanda","RWA","African Region",2021,64.45210935
